Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,23.6,23.7,23.8,23.9,23.9,24.1,24.1,24.3,24.3,24.6,24.5,24.6
2015,24.5,24.4,24.6,24.4,24.5,24.5,24.4,24.4,24.4,24.3,24.2,24.0
2016,24.1,24.1,24.0,23.7,23.8,23.8,24.0,24.1,24.0,24.2,24.2,24.2
2017,24.2,24.3,24.3,24.3,24.2,24.3,24.6,24.5,24.4,24.6,24.5,24.6
2018,24.6,24.6,24.7,24.8,24.9,25.0,24.8,24.7,24.7,24.9,25.0,25.1
2019,25.2,25.3,25.3,25.2,25.3,25.4,25.3,25.4,25.3,25.4,25.4,25.5
2020,25.6,25.6,25.4,24.7,24.6,24.6,24.6,24.8,24.7,24.7,24.5,24.6
2021,24.6,24.6,24.7,24.6,24.7,24.7,24.7,24.7,24.6,24.4,24.5,24.5
2022,24.6,24.6,24.5,24.4,24.5,24.5,24.6,24.8,24.8,25.1,25.0,25.0
2023,25.0,25.1,25.1,25.2,25.1,25.2,25.0,25.1,25.1,25.3,25.1,25.0
2024,25.1,25.1,25.2,25.1,25.0,25.2(P),,,,,,
